Identifiant;Nom du commerce;Numéro voie;Nom voie;Code postal;Nom commune;Longitude;Latitude;geo_shape;geo_point_2d
1833;LE BELUSHI S;159;RUE DE CRIMEE;0;;2.378947;48.88864;"{""coordinates"": [2.3789469999391053, 48.88863999877799], ""type"": ""Point""}";48.88863999877799, 2.3789469999391053
1834;LA SOLITA TAVERNA;10;RUE DU FOUARRE;0;;2.347261;48.851587;"{""coordinates"": [2.347261000565574, 48.85158699948224], ""type"": ""Point""}";48.85158699948224, 2.347261000565574
1281;MAIRIE DU 9E ARRONDISSEMENT;6;RUE DROUOT;0;;2.340481;48.872592;"{""coordinates"": [2.340481000676003, 48.872591999366875], ""type"": ""Point""}";48.872591999366875, 2.340481000676003
1911;HOTEL BRIGHTON - ESPRIT DE FRANCE;218;RUE DE RIVOLI;0;;2.3290435;48.8648321;"{""coordinates"": [2.3290434993354507, 48.86483209920763], ""type"": ""Point""}";48.86483209920763, 2.3290434993354507
1919;HOTEL ROYAL GARDEN;218;RUE DU FAUBOURG SAINT-HONORE;0;;2.3039016;48.8757133;"{""coordinates"": [2.303901600423062, 48.87571329881215], ""type"": ""Point""}";48.87571329881215, 2.303901600423062
1925;PALAIS DE TOKYO;13;AVENUE DU PRESIDENT WILSON;0;;2.29647;48.8646309;"{""coordinates"": [2.2964699993789894, 48.864630898772766], ""type"": ""Point""}";48.864630898772766, 2.2964699993789894
902;VERTICAL ART PIGALLE;6;BOULEVARD DE CLICHY;0;;2.339014;48.882343;"{""coordinates"": [2.339014000341184, 48.8823429994408], ""type"": ""Point""}";48.8823429994408, 2.339014000341184
905;LA MERINGALE;35;RUE DES MARTYRS;0;;2.339765;48.879059;"{""coordinates"": [2.339765000074818, 48.87905899935699], ""type"": ""Point""}";48.87905899935699, 2.339765000074818
911;LA PAPETHEQUE PARIS;26;RUE SOUFFLOT;0;;2.341355;48.847384;"{""coordinates"": [2.341355000642023, 48.847383999093196], ""type"": ""Point""}";48.847383999093196, 2.341355000642023
1371;MARIETTE;63;RUE DU FAUBOURG POISSONNIERE;0;;2.348058;48.875351;"{""coordinates"": [2.348058000655169, 48.87535099888493], ""type"": ""Point""}";48.87535099888493, 2.348058000655169
1462;SAS DOUBLE V;19;RUE REAUMUR;0;;2.357573;48.865036;"{""coordinates"": [2.3575730002715765, 48.865035998672], ""type"": ""Point""}";48.865035998672, 2.3575730002715765
1471;YUMI;27;RUE DU CHATEAU D EAU;0;;2.359276;48.870557;"{""coordinates"": [2.3592759996337738, 48.87055699897497], ""type"": ""Point""}";48.87055699897497, 2.3592759996337738
1474;LA BIBIMERIE;1;RUE LUCIEN SAMPAIX;0;;2.359597;48.870769;"{""coordinates"": [2.359596999998287, 48.87076899940402], ""type"": ""Point""}";48.87076899940402, 2.359596999998287
1479;SO.BIO PARIS JEANNE D ARC;135;RUE JEANNE D ARC;0;;2.360306;48.835672;"{""coordinates"": [2.3603060003635075, 48.83567199921458], ""type"": ""Point""}";48.83567199921458, 2.3603060003635075
1415;LUCKY LUCIANO;182;RUE SAINT-MARTIN;0;;2.352297;48.862671;"{""coordinates"": [2.352296999863101, 48.86267099906714], ""type"": ""Point""}";48.86267099906714, 2.352296999863101
1121;THE CRYING TIGER;72;RUE DU CHERCHE-MIDI;0;;2.324015;48.848309;"{""coordinates"": [2.3240150003634867, 48.84830899866597], ""type"": ""Point""}";48.84830899866597, 2.3240150003634867
1157;LA MAISON DU MOCHI;39;RUE DU CHERCHE-MIDI;0;;2.326351;48.849411;"{""coordinates"": [2.326350999679651, 48.84941099887867], ""type"": ""Point""}";48.84941099887867, 2.326350999679651
1165;L ATELIER;95;BOULEVARD DU MONTPARNASSE;0;;2.328041;48.842722;"{""coordinates"": [2.3280409999392697, 48.84272199949396], ""type"": ""Point""}";48.84272199949396, 2.3280409999392697
1189;SUBWAY;15;RUE VAVIN;0;;2.330945;48.844079;"{""coordinates"": [2.330944999902217, 48.84407899923624], ""type"": ""Point""}";48.84407899923624, 2.330944999902217
1210;PINZUTI;212;RUE MARCADET;0;;2.333798;48.891867;"{""coordinates"": [2.333798000333068, 48.891866998835766], ""type"": ""Point""}";48.891866998835766, 2.333798000333068
1214;LA BOUSSOLE;12;RUE GUISARDE;0;;2.334181;48.851896;"{""coordinates"": [2.334180999441488, 48.85189599948824], ""type"": ""Point""}";48.85189599948824, 2.334180999441488
1221;MADAMADOR;9;RUE GUISARDE;0;;2.33474;48.851852;"{""coordinates"": [2.334740000151223, 48.85185199875676], ""type"": ""Point""}";48.85185199875676, 2.334740000151223
1222;ETHIX;37;RUE CATHERINE DE LA ROCHEFOUCAULD;0;;2.334881;48.879658;"{""coordinates"": [2.3348810005822607, 48.87965799906305], ""type"": ""Point""}";48.87965799906305, 2.3348810005822607
1227;LA PALETTE DES VINS;185;RUE ORDENER;0;;2.335331;48.893672;"{""coordinates"": [2.3353310001409358, 48.893671998753504], ""type"": ""Point""}";48.893671998753504, 2.3353310001409358
1257;BRASSERIE LA TERRASSE;145;BOULEVARD SAINT-MICHEL;0;;2.337613;48.841054;"{""coordinates"": [2.3376129996110935, 48.841053999504304], ""type"": ""Point""}";48.841053999504304, 2.3376129996110935
1271;AU COMPTOIR DES FLEURS;14;RUE VIVIENNE;0;;2.339523;48.867741;"{""coordinates"": [2.339523000102394, 48.867740999430104], ""type"": ""Point""}";48.867740999430104, 2.339523000102394
1300;MARDI;137;RUE MONTMARTRE;0;;2.342666;48.869897;"{""coordinates"": [2.3426659993721803, 48.86989699893209], ""type"": ""Point""}";48.86989699893209, 2.3426659993721803
1758;SAB S WASH & LAUNDRY;111;BOULEVARD SERURIER;0;;2.397516;48.880625;"{""coordinates"": [2.3975160005585447, 48.88062499890657], ""type"": ""Point""}";48.88062499890657, 2.3975160005585447
1786;LE QUINZE;15;RUE DU SURMELIN;0;;2.403181;48.868093;"{""coordinates"": [2.403181000077115, 48.86809299867717], ""type"": ""Point""}";48.86809299867717, 2.403181000077115
1483;BEYOND PARIS;13;RUE CHARLOT;0;;2.360911;48.861525;"{""coordinates"": [2.360911000642746, 48.86152499941714], ""type"": ""Point""}";48.86152499941714, 2.360911000642746
1505;VIVRES EN VRAC;94;RUE JEANNE D ARC;0;;2.363384;48.833703;"{""coordinates"": [2.363384000498796, 48.833702999158454], ""type"": ""Point""}";48.833702999158454, 2.363384000498796
1510;SIGNORINI TARTUFI;3;RUE DE BRETAGNE;0;;2.363961;48.862044;"{""coordinates"": [2.363961000403195, 48.862043998870895], ""type"": ""Point""}";48.862043998870895, 2.363961000403195
1555;MA PHARMACIE REPUBLIQUE;44;RUE DU FAUBOURG DU TEMPLE;0;;2.369153;48.869323;"{""coordinates"": [2.3691529995424676, 48.86932299890678], ""type"": ""Point""}";48.86932299890678, 2.3691529995424676
1578;RESTAURANT BMK;40;RUE JEAN-PIERRE TIMBAUD;0;;2.371771;48.866153;"{""coordinates"": [2.3717710003884696, 48.86615299864412], ""type"": ""Point""}";48.86615299864412, 2.3717710003884696
1666;AU CŒUR DE BELLEVILLE;32;RUE DE BELLEVILLE;0;;2.379735;48.872741;"{""coordinates"": [2.379734999843769, 48.872740999507165], ""type"": ""Point""}";48.872740999507165, 2.379734999843769
1675;NOVOTEL PARIS BELLEVILLE MOZAMI;64;BOULEVARD DE BELLEVILLE;0;;2.380678;48.869431;"{""coordinates"": [2.3806779996282263, 48.869430998722095], ""type"": ""Point""}";48.869430998722095, 2.3806779996282263
1679;MONSIEUR APPERT;143;RUE OBERKAMPF;0;;2.381076;48.866649;"{""coordinates"": [2.381076000241376, 48.86664899900063], ""type"": ""Point""}";48.86664899900063, 2.381076000241376
1730;HOTEL ADAGIO PARIS PHILIPPE AUGUSTE;12;RUE PIERRE BAYLE;0;;2.390976;48.858835;"{""coordinates"": [2.3909759999042723, 48.85883499894515], ""type"": ""Point""}";48.85883499894515, 2.3909759999042723
1946;METRO CHAMPS-ELYSEES-CLEMENCEAU;1;AVENUE DU GENERAL EISENHOWER;0;;2.3133051;48.8672364;"{""coordinates"": [2.313305099845035, 48.86723639901736], ""type"": ""Point""}";48.86723639901736, 2.313305099845035
1956;METRO BASTILLE;146;RUE DE LYON;0;;2.3697466;48.8520419;"{""coordinates"": [2.369746600136398, 48.85204189920123], ""type"": ""Point""}";48.85204189920123, 2.369746600136398
1986;METRO BIBLIOTHEQUE FRANCOIS MITERRAND;60;RUE DU CHEVALERET;0;;2.3759733;48.82975;"{""coordinates"": [2.375973300103669, 48.82974999906403], ""type"": ""Point""}";48.82974999906403, 2.375973300103669
1835;ATELIER JOZON;30;RUE DE L ABBE GROULT;0;;2.294569;48.841753;"{""coordinates"": [2.2945689994693597, 48.841752999460994], ""type"": ""Point""}";48.841752999460994, 2.2945689994693597
1846;THAI AT HOME;22;RUE DES BOURDONNAIS;0;;2.344547;48.859312;"{""coordinates"": [2.3445470006298605, 48.859311999397164], ""type"": ""Point""}";48.859311999397164, 2.3445470006298605
1514;LA PETITE MAISON DANS PARIS;14;RUE EUGENE VARLIN;0;;2.364135;48.87871;"{""coordinates"": [2.3641349994271144, 48.878709999283565], ""type"": ""Point""}";48.878709999283565, 2.3641349994271144
1113;PHARMACIE ROME BATIGNOLLES;34;BOULEVARD DES BATIGNOLLES;0;;2.323776;48.882989;"{""coordinates"": [2.323775999762709, 48.882988998889715], ""type"": ""Point""}";48.882988998889715, 2.323775999762709
1993;LE PARISIEN SAINT-MARTIN;337;RUE SAINT-MARTIN;0;;2.3548659;48.8680245;"{""coordinates"": [2.354865900496105, 48.86802449926829], ""type"": ""Point""}";48.86802449926829, 2.354865900496105
890;API POKE BOWL;21;BOULEVARD DU MONTPARNASSE;0;;2.31954;48.845559;"{""coordinates"": [2.3195400002675397, 48.84555899891515], ""type"": ""Point""}";48.84555899891515, 2.3195400002675397
914;REGENT;68;RUE LA FAYETTE;0;;2.344028;48.875796;"{""coordinates"": [2.344028000171249, 48.875795999508306], ""type"": ""Point""}";48.875795999508306, 2.344028000171249
1050;NOVOTEL PARIS CENTRE GARE MONTPARNASSE;17;RUE DU COTENTIN;0;;2.315052;48.838579;"{""coordinates"": [2.3150519998939707, 48.8385789987387], ""type"": ""Point""}";48.8385789987387, 2.3150519998939707
1058;VAPOSTORE;1;BOULEVARD DU MONTPARNASSE;0;;2.31726;48.846712;"{""coordinates"": [2.3172599994241487, 48.84671199893228], ""type"": ""Point""}";48.84671199893228, 2.3172599994241487
1069;GROUPE LATIAN;68;RUE DE SEVRES;0;;2.319158;48.847861;"{""coordinates"": [2.319157999497689, 48.84786099904792], ""type"": ""Point""}";48.84786099904792, 2.319157999497689
930;BENOIT CASTEL;72;RUE JEAN-PIERRE TIMBAUD;0;;2.375326;48.867076;"{""coordinates"": [2.3753259996437, 48.8670759986219], ""type"": ""Point""}";48.8670759986219, 2.3753259996437
931;MAISON DES METALLOS;94;RUE JEAN-PIERRE TIMBAUD;0;;2.377852;48.867731;"{""coordinates"": [2.3778519998323677, 48.867730999419244], ""type"": ""Point""}";48.867730999419244, 2.3778519998323677
1439;L ENTRACTE;75;AVENUE DES GOBELINS;0;;2.354577;48.833327;"{""coordinates"": [2.3545769997424792, 48.83332699937923], ""type"": ""Point""}";48.83332699937923, 2.3545769997424792
1451;MON EPICERIE PARIS;31;RUE DES GRAVILLIERS;0;;2.356022;48.86399;"{""coordinates"": [2.3560219994031537, 48.86398999873107], ""type"": ""Point""}";48.86398999873107, 2.3560219994031537
1390;AU PETIT MARGUERY;9;BOULEVARD DE PORT-ROYAL;0;;2.349841;48.836795;"{""coordinates"": [2.3498409999100685, 48.83679499916228], ""type"": ""Point""}";48.83679499916228, 2.3498409999100685
1397;SHAWARMA LOVERS;79;RUE SAINT-MARTIN;0;;2.350488;48.859534;"{""coordinates"": [2.350487999492377, 48.85953399929725], ""type"": ""Point""}";48.85953399929725, 2.350487999492377
1112;RUE RANGOLI;74;RUE DU CHERCHE-MIDI;0;;2.323776;48.84818;"{""coordinates"": [2.3237760005073755, 48.848179999105064], ""type"": ""Point""}";48.848179999105064, 2.3237760005073755
1129;PHARMACIE DAUNY;40;RUE DU DOCTEUR HEULIN;0;;2.324643;48.891057;"{""coordinates"": [2.32464300000777, 48.891056998806285], ""type"": ""Point""}";48.891056998806285, 2.32464300000777
1133;KAZEKO;81;RUE DAGUERRE;0;;2.324789;48.83567;"{""coordinates"": [2.3247889994864765, 48.83566999892275], ""type"": ""Point""}";48.83566999892275, 2.3247889994864765
1163;GREEN LABEL CBD SHOP;18;RUE BREZIN;0;;2.327915;48.831259;"{""coordinates"": [2.3279150003808597, 48.83125899896071], ""type"": ""Point""}";48.83125899896071, 2.3279150003808597
1197;YUMI BAR;3;RUE JOUBERT;0;;2.332262;48.874552;"{""coordinates"": [2.332262000600799, 48.8745519986539], ""type"": ""Point""}";48.8745519986539, 2.332262000600799
1204;CAFE NATA - RUE DE PROVENCE;69;RUE DE PROVENCE;0;;2.333025;48.874249;"{""coordinates"": [2.3330249993894583, 48.87424899877493], ""type"": ""Point""}";48.87424899877493, 2.3330249993894583
1217;SAMANTHA FLEURS;16;RUE PIERRE FONTAINE;0;;2.334485;48.881328;"{""coordinates"": [2.3344849993399825, 48.8813279990857], ""type"": ""Point""}";48.8813279990857, 2.3344849993399825
1233;ADDIS ABEBA;56;RUE NOTRE-DAME DE LORETTE;0;;2.335881;48.879894;"{""coordinates"": [2.3358809994100125, 48.879893998639936], ""type"": ""Point""}";48.879893998639936, 2.3358809994100125
1274;LA VALETTE;25;RUE DAUPHINE;0;;2.339721;48.855071;"{""coordinates"": [2.3397209995919233, 48.8550709989479], ""type"": ""Point""}";48.8550709989479, 2.3397209995919233
1275;LE ZINGAM;74;RUE DES MARTYRS;0;;2.339749;48.88255;"{""coordinates"": [2.339748999893316, 48.88254999906922], ""type"": ""Point""}";48.88254999906922, 2.339748999893316
1315;LE LUTECE;8;BOULEVARD SAINT-MICHEL;0;;2.343555;48.852688;"{""coordinates"": [2.343554999907379, 48.8526879994994], ""type"": ""Point""}";48.8526879994994, 2.343554999907379
1323;IL TIMO;77;RUE SAINT-HONORE;0;;2.34406;48.861129;"{""coordinates"": [2.3440600003663863, 48.86112899910419], ""type"": ""Point""}";48.86112899910419, 2.3440600003663863
1326;UNION SQUARE;17;RUE SAINT-SEVERIN;0;;2.34449;48.852514;"{""coordinates"": [2.3444899996740243, 48.85251399914715], ""type"": ""Point""}";48.85251399914715, 2.3444899996740243
1342;CLOUD CAKES;6;RUE MANDAR;0;;2.346368;48.865647;"{""coordinates"": [2.346368000292907, 48.865646999211805], ""type"": ""Point""}";48.865646999211805, 2.346368000292907
1762;MELI MELLOW;55;RUE DE BAGNOLET;0;;2.398213;48.857186;"{""coordinates"": [2.398213000180544, 48.85718599889191], ""type"": ""Point""}";48.85718599889191, 2.398213000180544
1765;MOM S RESTAURANT;3;RUE PLANCHAT;0;;2.399306;48.851783;"{""coordinates"": [2.3993059996162494, 48.85178299944626], ""type"": ""Point""}";48.85178299944626, 2.3993059996162494
1779;LES ATELIERS DE NATEMA;39;RUE DES ORTEAUX;0;;2.401769;48.856679;"{""coordinates"": [2.4017689994390605, 48.85667899933294], ""type"": ""Point""}";48.85667899933294, 2.4017689994390605
1491;ATELIER EUGENIE SEIGNEUR;16;RUE CHARLOT;0;;2.3615;48.861875;"{""coordinates"": [2.3615000002274154, 48.861874998712906], ""type"": ""Point""}";48.861874998712906, 2.3615000002274154
1494;FABULA;16;RUE DES FRANCS BOURGEOIS;0;;2.362036;48.85721;"{""coordinates"": [2.3620359996111406, 48.85720999896421], ""type"": ""Point""}";48.85720999896421, 2.3620359996111406
1530;LE CAMBODGE;10;AVENUE RICHERAND;0;;2.366165;48.87213;"{""coordinates"": [2.366165000075677, 48.872129999024786], ""type"": ""Point""}";48.872129999024786, 2.366165000075677
1550;GRAND CENTRAL;104;RUE D AUBERVILLIERS;0;;2.368527;48.890284;"{""coordinates"": [2.368526999692328, 48.89028399877878], ""type"": ""Point""}";48.89028399877878, 2.368526999692328
1553;XURI;12;RUE BICHAT;0;;2.369021;48.87013;"{""coordinates"": [2.3690209995787486, 48.87012999944027], ""type"": ""Point""}";48.87012999944027, 2.3690209995787486
1574;EPICERIE LE VERRE VOLE;54;RUE DE LA FOLIE-MERICOURT;0;;2.371705;48.864266;"{""coordinates"": [2.3717050000258686, 48.86426599913456], ""type"": ""Point""}";48.86426599913456, 2.3717050000258686
1582;PAPETERIE SAINT SABIN;16;RUE SAINT-SABIN;0;;2.37196;48.855473;"{""coordinates"": [2.3719599995772005, 48.85547299941979], ""type"": ""Point""}";48.85547299941979, 2.3719599995772005
1611;LES DUNES;90;RUE DU FAUBOURG DU TEMPLE;0;;2.373973;48.870906;"{""coordinates"": [2.373972999349446, 48.87090599925856], ""type"": ""Point""}";48.87090599925856, 2.373972999349446
1622;NOSSO;22;PROMENADE CLAUDE LEVI-STRAUSS;0;;2.374425;48.831685;"{""coordinates"": [2.3744250000461014, 48.83168499931874], ""type"": ""Point""}";48.83168499931874, 2.3744250000461014
1624;PATISSERIE EMMA DUVERE;41;RUE SEDAINE;0;;2.374546;48.856964;"{""coordinates"": [2.374546000513153, 48.856963999101566], ""type"": ""Point""}";48.856963999101566, 2.374546000513153
1704;LA MAISON DU ZERO DECHET;1;PASSAGE EMMA CALVE;0;;2.385842;48.848304;"{""coordinates"": [2.385842000422536, 48.84830399944836], ""type"": ""Point""}";48.84830399944836, 2.385842000422536
1713;URBAN BAKERY;112;RUE DE BELLEVILLE;0;;2.38742;48.874603;"{""coordinates"": [2.3874199999589387, 48.87460299892976], ""type"": ""Point""}";48.87460299892976, 2.3874199999589387
1869;LIBRAIRIE SOLIDAIRE;27;RUE DU CHATEAU D EAU;0;;2.359276;48.870557;"{""coordinates"": [2.3592759996337738, 48.87055699897497], ""type"": ""Point""}";48.87055699897497, 2.3592759996337738
1874;FRANPRIX;116;RUE DE LA TOUR;0;;2.276014;48.862971;"{""coordinates"": [2.2760139995134314, 48.86297099944266], ""type"": ""Point""}";48.86297099944266, 2.2760139995134314
1875;FRANPRIX;4;AVENUE FRANKLIN ROOSEVELT;0;;2.310239;48.870069;"{""coordinates"": [2.3102389998768946, 48.87006899898765], ""type"": ""Point""}";48.87006899898765, 2.3102389998768946
1877;PARIS TODAY;2;QUAI DE GESVRES;0;;2.350395;48.856303;"{""coordinates"": [2.3503950001671607, 48.85630299865768], ""type"": ""Point""}";48.85630299865768, 2.3503950001671607
1934;ESCOCAFE;8;RUE D ORMESSON;0;;2.3623329;48.855389;"{""coordinates"": [2.3623329006247293, 48.85538899917691], ""type"": ""Point""}";48.85538899917691, 2.3623329006247293
1945;IBIS STYLES PARIS TOLBIAC BIBLIOTHEQUE DE FRANCE;21;RUE DE TOLBIAC;0;;2.3741563;48.8289228;"{""coordinates"": [2.3741563002434503, 48.828922799123845], ""type"": ""Point""}";48.828922799123845, 2.3741563002434503
1961;METRO MIROMESNIL;45;RUE DE LA BOETIE;0;;2.3144427;48.8736003;"{""coordinates"": [2.3144426997940695, 48.87360029929648], ""type"": ""Point""}";48.87360029929648, 2.3144426997940695
1983;METRO PIGALLE;22;BOULEVARD DE CLICHY;0;;2.3374557;48.8824251;"{""coordinates"": [2.337455700331997, 48.88242509891068], ""type"": ""Point""}";48.88242509891068, 2.337455700331997
1842;BRINDILLE;12;RUE VITRUVE;0;;2.402155;48.856422;"{""coordinates"": [2.4021550001637073, 48.85642199933738], ""type"": ""Point""}";48.85642199933738, 2.4021550001637073
957;LE PTIT CHENE;7;RUE GROS;0;;2.27736;48.851271;"{""coordinates"": [2.27736000062664, 48.85127099891308], ""type"": ""Point""}";48.85127099891308, 2.27736000062664
1117;ROSE & PERLE;27;RUE DE VARENNE;0;;2.32399;48.853904;"{""coordinates"": [2.3239899997479885, 48.853903999260595], ""type"": ""Point""}";48.853903999260595, 2.3239899997479885
1989;IBIS STYLES PARIS NATION COURS DE VINCENNES;96;COURS DE VINCENNES;0;;2.4080257;48.8469381;"{""coordinates"": [2.408025699761285, 48.846938099448764], ""type"": ""Point""}";48.846938099448764, 2.408025699761285
918;PURE BY NESS;80;RUE LA FAYETTE;0;;2.346088;48.876335;"{""coordinates"": [2.3460879993379757, 48.87633499862166], ""type"": ""Point""}";48.87633499862166, 2.3460879993379757
1000;COIN CUISINE;110;RUE DU THEATRE;0;;2.29472;48.846291;"{""coordinates"": [2.2947199998652765, 48.84629099906993], ""type"": ""Point""}";48.84629099906993, 2.2947199998652765
1005;MUSEE D ART MODERNE DE PARIS;11;AVENUE DU PRESIDENT WILSON;0;;2.297555;48.864765;"{""coordinates"": [2.2975550002623986, 48.86476499939044], ""type"": ""Point""}";48.86476499939044, 2.2975550002623986
1018;CAVE NICOLAS VAUGIRARD NECKER;222;RUE DE VAUGIRARD;0;;2.305513;48.840881;"{""coordinates"": [2.3055130005921267, 48.84088099929276], ""type"": ""Point""}";48.84088099929276, 2.3055130005921267
1032;RESSOURCERIE LA FABRIQUE 230;77;RUE CASTAGNARY;0;;2.307108;48.831515;"{""coordinates"": [2.307108000664683, 48.831514998924185], ""type"": ""Point""}";48.831514998924185, 2.307108000664683
1049;CHEZ FRANCOISE;2;RUE ROBERT ESNAULT-PELTERIE;0;;2.314878;48.862377;"{""coordinates"": [2.314878000201964, 48.86237699900766], ""type"": ""Point""}";48.86237699900766, 2.314878000201964
1065;UFC QUE CHOISIR PARIS OUEST;54;RUE DE L OUEST;0;;2.318673;48.835854;"{""coordinates"": [2.318673000503439, 48.83585399866896], ""type"": ""Point""}";48.83585399866896, 2.318673000503439
1098;MAIRIE DU 17EME ARRONDISSEMENT DE PARIS;18;RUE DES BATIGNOLLES;0;;2.322094;48.884341;"{""coordinates"": [2.3220940000652037, 48.884340999145046], ""type"": ""Point""}";48.884340999145046, 2.3220940000652037
1099;PHARMAIE CENTRALE D ALESIA;110;RUE D ALESIA;0;;2.322395;48.829507;"{""coordinates"": [2.322394999648114, 48.829506998789675], ""type"": ""Point""}";48.829506998789675, 2.322394999648114
972;LE MERIDIEN ETOILE;81;BOULEVARD GOUVION-SAINT-CYR;0;;2.284958;48.879473;"{""coordinates"": [2.2849579995011675, 48.879472998848684], ""type"": ""Point""}";48.879472998848684, 2.2849579995011675
1359;ESPACE L AUTRE LIVRE;13;RUE DE L ECOLE POLYTECHNIQUE;0;;2.347551;48.84777;"{""coordinates"": [2.347550999387755, 48.84776999865294], ""type"": ""Point""}";48.84776999865294, 2.347550999387755
1444;SOURCES VIVES MONASTICA;10;RUE DES BARRES;0;;2.355303;48.85517;"{""coordinates"": [2.3553030002898696, 48.855169999118964], ""type"": ""Point""}";48.855169999118964, 2.3553030002898696
1473;UNBOTTLED;60;RUE VIEILLE DU TEMPLE;0;;2.359317;48.858933;"{""coordinates"": [2.3593170001309667, 48.85893299890485], ""type"": ""Point""}";48.85893299890485, 2.3593170001309667
1414;TABLE DES BERNARDINS;20;RUE DE POISSY;0;;2.352281;48.848859;"{""coordinates"": [2.352281000313102, 48.848858998870504], ""type"": ""Point""}";48.848858998870504, 2.352281000313102
1904;LA SOUFFLERIE;7;RUE DE L ODEON;0;;2.3387806;48.8511745;"{""coordinates"": [2.3387806005395055, 48.85117449916685], ""type"": ""Point""}";48.85117449916685, 2.3387806005395055
1122;AMOUR;17;BOULEVARD EDGAR QUINET;0;;2.324073;48.841183;"{""coordinates"": [2.3240729998884544, 48.84118299894869], ""type"": ""Point""}";48.84118299894869, 2.3240729998884544
1152;ARTISAN DE FRANCE ET D AILLEURS;35;RUE BREZIN;0;;2.325918;48.831635;"{""coordinates"": [2.3259180003457827, 48.831634999282635], ""type"": ""Point""}";48.831634999282635, 2.3259180003457827
1156;LES PIPELETTES;31;RUE BREZIN;0;;2.326241;48.831551;"{""coordinates"": [2.3262410001413554, 48.8315509992456], ""type"": ""Point""}";48.8315509992456, 2.3262410001413554
1176;BISTROT DES AMIS;6;RUE DU CHERCHE-MIDI;0;;2.329079;48.851349;"{""coordinates"": [2.3290789996078196, 48.851348999342555], ""type"": ""Point""}";48.851348999342555, 2.3290789996078196
1199;LE RALLYE;81;RUE DE LA TOMBE ISSOIRE;0;;2.332513;48.827491;"{""coordinates"": [2.3325130006586825, 48.827490998801494], ""type"": ""Point""}";48.827490998801494, 2.3325130006586825
1207;L ANNEXE;15;RUE CHAPTAL;0;;2.333383;48.880744;"{""coordinates"": [2.3333829998750644, 48.880743998969315], ""type"": ""Point""}";48.880743998969315, 2.3333829998750644
1211;PETIT PAYS;46;RUE DAMREMONT;0;;2.334028;48.889903;"{""coordinates"": [2.3340280000669478, 48.889902998672795], ""type"": ""Point""}";48.889902998672795, 2.3340280000669478
1212;LE BAB OPERA;25;RUE LOUIS LE GRAND;0;;2.334042;48.870548;"{""coordinates"": [2.334042000109935, 48.870547998634024], ""type"": ""Point""}";48.870547998634024, 2.334042000109935
1244;OYAT;1;RUE HENRY MONNIER;0;;2.336869;48.879249;"{""coordinates"": [2.336868999831007, 48.87924899882718], ""type"": ""Point""}";48.87924899882718, 2.336868999831007
1265;FIAP;30;RUE CABANIS;0;;2.338153;48.830403;"{""coordinates"": [2.3381529999519266, 48.83040299899711], ""type"": ""Point""}";48.83040299899711, 2.3381529999519266
1277;LA TABLE DES ANGES;66;RUE DES MARTYRS;0;;2.340178;48.881076;"{""coordinates"": [2.340178000440618, 48.8810759994908], ""type"": ""Point""}";48.8810759994908, 2.340178000440618
1288;DILLETANTES, LA MAISON DU CHAMPAGNE;22;RUE DE SAVOIE;0;;2.340911;48.854416;"{""coordinates"": [2.3409110002418174, 48.85441599940396], ""type"": ""Point""}";48.85441599940396, 2.3409110002418174
1296;DAVID IMMOBILIER;7;PLACE CHARLES DULLIN;0;;2.34167;48.883304;"{""coordinates"": [2.3416700004092235, 48.88330399938711], ""type"": ""Point""}";48.88330399938711, 2.3416700004092235
1303;BUFFET MIMOSA;159;RUE MONTMARTRE;0;;2.342715;48.870835;"{""coordinates"": [2.3427149997133623, 48.87083499907002], ""type"": ""Point""}";48.87083499907002, 2.3427149997133623
1317;ESSABRE;51;RUE CUSTINE;0;;2.343762;48.889462;"{""coordinates"": [2.3437619994315964, 48.8894619988266], ""type"": ""Point""}";48.8894619988266, 2.3437619994315964
1339;LE RUBIS;14;RUE LEOPOLD BELLAN;0;;2.346042;48.866593;"{""coordinates"": [2.3460420002127305, 48.86659299926494], ""type"": ""Point""}";48.86659299926494, 2.3460420002127305
1775;RODIN IMMOBILIER;218;AVENUE DAUMESNIL;0;;2.400658;48.837496;"{""coordinates"": [2.4006579994656567, 48.837495999421044], ""type"": ""Point""}";48.837495999421044, 2.4006579994656567
1797;MS COIFFURE;263;AVENUE DAUMESNIL;0;;2.404739;48.836449;"{""coordinates"": [2.404739000285008, 48.836448999350516], ""type"": ""Point""}";48.836448999350516, 2.404739000285008
1485;ATELIER COIFFURE MARAIS;51;RUE DE BRETAGNE;0;;2.361111;48.863541;"{""coordinates"": [2.3611110001879987, 48.86354099879716], ""type"": ""Point""}";48.86354099879716, 2.3611110001879987
1552;MAREVA CAFE;38;RUE DU FAUBOURG DU TEMPLE;0;;2.368662;48.869129;"{""coordinates"": [2.3686620000326295, 48.86912899915507], ""type"": ""Point""}";48.86912899915507, 2.3686620000326295
1554;NICOLAS OBERKAMPF;30;BOULEVARD VOLTAIRE;0;;2.369059;48.864196;"{""coordinates"": [2.3690589997849245, 48.86419599862284], ""type"": ""Point""}";48.86419599862284, 2.3690589997849245
1597;LUSH PARIS SAINT-ANTOINE;50;RUE DU FAUBOURG SAINT-ANTOINE;0;;2.372817;48.852037;"{""coordinates"": [2.372817000442847, 48.85203699885598], ""type"": ""Point""}";48.85203699885598, 2.372817000442847
