Identifiant;Nom du commerce;Numéro voie;Nom voie;Code postal;Nom commune;Longitude;Latitude;geo_shape;geo_point_2d
1603;POKAWA OBERKAMPF;56;RUE OBERKAMPF;0;;2.37334;48.864741;"{""coordinates"": [2.3733400000205336, 48.864740999304416], ""type"": ""Point""}";48.864740999304416, 2.3733400000205336
1641;HANG ART;63;QUAI DE LA SEINE;0;;2.376519;48.887734;"{""coordinates"": [2.376519000462273, 48.88773399942431], ""type"": ""Point""}";48.88773399942431, 2.376519000462273
1673;LES COULISSES DU VIN;1;RUE PRIMO LEVI;0;;2.380544;48.83128;"{""coordinates"": [2.380544000328654, 48.831279999383824], ""type"": ""Point""}";48.831279999383824, 2.380544000328654
1712;DREI PARIS;21;RUE DE LA VILLETTE;0;;2.387342;48.875775;"{""coordinates"": [2.3873419993831453, 48.87577499884982], ""type"": ""Point""}";48.87577499884982, 2.3873419993831453
1715;BOREALIA;33;RUE DE LA VILLETTE;0;;2.387631;48.876552;"{""coordinates"": [2.387631000570711, 48.8765519994914], ""type"": ""Point""}";48.8765519994914, 2.387631000570711
1717;BOUFILS;118;RUE DE BELLEVILLE;0;;2.388116;48.874634;"{""coordinates"": [2.3881160005454762, 48.87463399907332], ""type"": ""Point""}";48.87463399907332, 2.3881160005454762
1947;METRO PORTE DE VINCENNES;0;COURS DE VINCENNES / RUE DU GENERAL NIESSEL;0;;2.4089223;48.8472673;"{""coordinates"": [2.4089223003509534, 48.84726729901273], ""type"": ""Point""}";48.84726729901273, 2.4089223003509534
1851;2G ALESIA LE RAJASTHAN;61;RUE DE COUEDIC;0;;2.3295;48.830028;"{""coordinates"": [2.3294999994234176, 48.8300279989821], ""type"": ""Point""}";48.8300279989821, 2.3294999994234176
1351;L ENVELOPE;10;RUE RICHER;0;;2.347004;48.874083;"{""coordinates"": [2.3470039999605556, 48.87408299863128], ""type"": ""Point""}";48.87408299863128, 2.3470039999605556
1905;MAIWAX CREATEUR LUNETIER;0;RUE SAINT PAUL;0;;2.360854;48.852847;"{""coordinates"": [2.3608540004885112, 48.85284699923573], ""type"": ""Point""}";48.85284699923573, 2.3608540004885112
892;LA MARINE;59;BOULEVARD DU MONTPARNASSE;0;;2.323276;48.844294;"{""coordinates"": [2.323276000357916, 48.84429399896598], ""type"": ""Point""}";48.84429399896598, 2.323276000357916
921;PHARMACIE SAINT MEDARD;146;RUE MOUFFETARD;0;;2.349824;48.839143;"{""coordinates"": [2.3498239994744172, 48.83914299871388], ""type"": ""Point""}";48.83914299871388, 2.3498239994744172
975;LIBRAIRIE L INSTANT;118;RUE DE LOURMEL;0;;2.285761;48.842505;"{""coordinates"": [2.2857609997621613, 48.84250499916823], ""type"": ""Point""}";48.84250499916823, 2.2857609997621613
977;LA GRIOTTE;55;BOULEVARD GOUVION-SAINT-CYR;0;;2.286001;48.881553;"{""coordinates"": [2.2860010002132265, 48.881552998946844], ""type"": ""Point""}";48.881552998946844, 2.2860010002132265
999;DUO STYLE COIFFURE;28;RUE DE L ABBE GROULT;0;;2.294476;48.841863;"{""coordinates"": [2.2944760001033995, 48.84186299871749], ""type"": ""Point""}";48.84186299871749, 2.2944760001033995
1054;AU 36;171;AVENUE DE CLICHY;0;;2.316661;48.892474;"{""coordinates"": [2.3166609995304523, 48.89247399948443], ""type"": ""Point""}";48.89247399948443, 2.3166609995304523
1062;RESTAURANT SWOON S;10;RUE DES SAUSSAIES;0;;2.317628;48.871267;"{""coordinates"": [2.317628000476234, 48.87126699927367], ""type"": ""Point""}";48.87126699927367, 2.317628000476234
1073;LES FROMAGES DES BATIGNOLLES;33;RUE DES MOINES;0;;2.319826;48.889405;"{""coordinates"": [2.3198260002865987, 48.889404999378826], ""type"": ""Point""}";48.889404999378826, 2.3198260002865987
935;PHARMACIE DE LA MAIRIE;1;RUE ARMAND CARREL;0;;2.381356;48.882438;"{""coordinates"": [2.381355999975632, 48.88243799910256], ""type"": ""Point""}";48.88243799910256, 2.381355999975632
949;PHARMACIE DU PARC DES PRINCES;92;BOULEVARD MURAT;0;;2.256071;48.840212;"{""coordinates"": [2.256070999796405, 48.840211998946884], ""type"": ""Point""}";48.840211998946884, 2.256070999796405
1365;LEVEL COWORKING;11;RUE DE L ECOLE POLYTECHNIQUE;0;;2.347661;48.847703;"{""coordinates"": [2.347660999964219, 48.84770299907875], ""type"": ""Point""}";48.84770299907875, 2.347660999964219
1374;INOVEAT;5;RUE MARIE STUART;0;;2.348111;48.864955;"{""coordinates"": [2.3481110001459324, 48.864954998938366], ""type"": ""Point""}";48.864954998938366, 2.3481110001459324
1430;RETOUCHE MER EGEE;7;RUE LACEPEDE;0;;2.353688;48.843635;"{""coordinates"": [2.35368799938106, 48.843634999067014], ""type"": ""Point""}";48.843634999067014, 2.35368799938106
1137;VILLAMEDICI;11;RUE SAINT-PLACIDE;0;;2.325003;48.849534;"{""coordinates"": [2.3250030001015, 48.84953399926257], ""type"": ""Point""}";48.84953399926257, 2.3250030001015
1143;CAEPUS;17;RUE DUPHOT;0;;2.325456;48.868446;"{""coordinates"": [2.3254560000507287, 48.868445998968774], ""type"": ""Point""}";48.868445998968774, 2.3254560000507287
1151;LE CERTA;5;RUE DE L ISLY;0;;2.325917;48.874748;"{""coordinates"": [2.3259169998034652, 48.874747999475495], ""type"": ""Point""}";48.874747999475495, 2.3259169998034652
1168;PHO 68;70;RUE DE CLICHY;0;;2.328172;48.88214;"{""coordinates"": [2.328172000520404, 48.88213999929029], ""type"": ""Point""}";48.88213999929029, 2.328172000520404
1192;ZINCOU;50;RUE BLANCHE;0;;2.331491;48.880145;"{""coordinates"": [2.3314910003586244, 48.88014499883177], ""type"": ""Point""}";48.88014499883177, 2.3314910003586244
1213;LE PETIT 18;48;RUE DAMREMONT;0;;2.334099;48.89002;"{""coordinates"": [2.3340989995644263, 48.890019999203325], ""type"": ""Point""}";48.890019999203325, 2.3340989995644263
1238;LUSH PARIS BUCI;30;RUE DE BUCI;0;;2.336257;48.853604;"{""coordinates"": [2.33625700001857, 48.853603999420926], ""type"": ""Point""}";48.853603999420926, 2.33625700001857
1266;GALERIE LAROCK-GRANOFF;13;QUAI DE CONTI;0;;2.338244;48.856967;"{""coordinates"": [2.3382440005095275, 48.85696699922705], ""type"": ""Point""}";48.85696699922705, 2.3382440005095275
1276;BAO BAO TEA;10;RUE DAUPHINE;0;;2.340119;48.85577;"{""coordinates"": [2.340119000679727, 48.85576999899273], ""type"": ""Point""}";48.85576999899273, 2.340119000679727
1279;CAFES M;1;RUE DE MAUBEUGE;0;;2.340402;48.876232;"{""coordinates"": [2.3404019997022645, 48.87623199897441], ""type"": ""Point""}";48.87623199897441, 2.3404019997022645
1321;ALLA MANO;112;RUE MONTMARTRE;0;;2.343964;48.867637;"{""coordinates"": [2.3439639998493838, 48.867636999422345], ""type"": ""Point""}";48.867636999422345, 2.3439639998493838
1335;HOTEL PETIT LAFAYETTE;46;RUE DE TREVISE;0;;2.345661;48.876136;"{""coordinates"": [2.345660999536497, 48.876135998614714], ""type"": ""Point""}";48.876135998614714, 2.345660999536497
1770;BRISTRO CHANTEFABLE;93;AVENUE GAMBETTA;0;;2.399659;48.866465;"{""coordinates"": [2.39965900018612, 48.86646499920335], ""type"": ""Point""}";48.86646499920335, 2.39965900018612
1773;NATURE EN VILLE RELAIS DE PRODUCTEURS;191;RUE DES PYRENEES;0;;2.400128;48.861363;"{""coordinates"": [2.4001279998502603, 48.861362999273794], ""type"": ""Point""}";48.861362999273794, 2.4001279998502603
1500;RESIDENCE KANN COFFEE SHOP;28;RUE DES VINAIGRIERS;0;;2.362831;48.873206;"{""coordinates"": [2.362830999627096, 48.87320599927868], ""type"": ""Point""}";48.87320599927868, 2.362830999627096
1507;TENDERNESS;4;RUE CHARLES MOUREU;0;;2.363437;48.826879;"{""coordinates"": [2.3634370003728216, 48.826878999041746], ""type"": ""Point""}";48.826878999041746, 2.3634370003728216
1520;LE JIVAMUKTI;92;QUAI DE JEMMAPES;0;;2.364543;48.872944;"{""coordinates"": [2.3645429998518073, 48.872943999421956], ""type"": ""Point""}";48.872943999421956, 2.3645429998518073
1559;WISP;21;AVENUE CLAUDE VELLEFAUX;0;;2.370145;48.875657;"{""coordinates"": [2.370144999527016, 48.875656998779206], ""type"": ""Point""}";48.875656998779206, 2.370144999527016
1601;LABEL RECUP;27;RUE DE LA FOLIE-MERICOURT;0;;2.373115;48.862846;"{""coordinates"": [2.3731149993983354, 48.86284599890872], ""type"": ""Point""}";48.86284599890872, 2.3731149993983354
1605;ELEFTHERIA;115;RUE DU CHEVALERET;0;;2.373448;48.831386;"{""coordinates"": [2.3734479996746516, 48.83138599911144], ""type"": ""Point""}";48.83138599911144, 2.3734479996746516
1653;AU JARDIN DES SAVEURS;100;RUE OBERKAMPF;0;;2.378299;48.865801;"{""coordinates"": [2.378299000313228, 48.865800999054564], ""type"": ""Point""}";48.865800999054564, 2.378299000313228
1658;PICARDE;121;RUE OBERKAMPF;0;;2.378891;48.866088;"{""coordinates"": [2.37889099944798, 48.86608799923336], ""type"": ""Point""}";48.86608799923336, 2.37889099944798
1689;AU BLE D OR;160;RUE OBERKAMPF;0;;2.382435;48.866805;"{""coordinates"": [2.3824350003042505, 48.86680499917392], ""type"": ""Point""}";48.86680499917392, 2.3824350003042505
1706;NICOLAS;24;COUR SAINT-EMILION;0;;2.386326;48.832822;"{""coordinates"": [2.3863260001139657, 48.83282199918326], ""type"": ""Point""}";48.83282199918326, 2.3863260001139657
1727;BENOIT CASTEL;11;RUE SORBIER;0;;2.390479;48.868033;"{""coordinates"": [2.390479000306198, 48.86803299868415], ""type"": ""Point""}";48.86803299868415, 2.390479000306198
1752;AFFLELOU;176;AVENUE DAUMESNIL;0;;2.396852;48.838893;"{""coordinates"": [2.3968520000099502, 48.83889299877802], ""type"": ""Point""}";48.83889299877802, 2.3968520000099502
1754;ATOUTLIVRE BD;54;BOULEVARD DE REUILLY;0;;2.39716;48.839377;"{""coordinates"": [2.39716000000046, 48.839376999317196], ""type"": ""Point""}";48.839376999317196, 2.39716000000046
1896;NM COIFFURE MODISH;29;RUE BLEUE;0;;2.344758;48.875955;"{""coordinates"": [2.3447580006502573, 48.875954999010816], ""type"": ""Point""}";48.875954999010816, 2.3447580006502573
1957;METRO NATION;6;PLACE DE LA NATION / RUE DORIAN;0;;2.3952299;48.8477818;"{""coordinates"": [2.395229900535347, 48.84778179864698], ""type"": ""Point""}";48.84778179864698, 2.395229900535347
1975;METRO DAUMESNIL;105;RUE CLAUDE DECAEN;0;;2.3958548;48.8392473;"{""coordinates"": [2.395854800094931, 48.8392472991689], ""type"": ""Point""}";48.8392472991689, 2.395854800094931
1807;HOTEL ROSALIE;0;AVENUE DE LA SŒUR ROSALIE;0;;2.353704;48.83209;"{""coordinates"": [2.353704000013984, 48.83208999866717], ""type"": ""Point""}";48.83208999866717, 2.353704000013984
1811;LES PETITES MAINS;10;AVENUE PIERRE 1ER DE SERBIE;0;;2.296571;48.865971;"{""coordinates"": [2.2965709998331727, 48.865970998930194], ""type"": ""Point""}";48.865970998930194, 2.2965709998331727
1813;HOTEL ADAGIO PARIS HAUSSMANN;0;BOULEVARD HAUSSMANN;0;;2.313447;48.875043;"{""coordinates"": [2.313447000177983, 48.87504299936569], ""type"": ""Point""}";48.87504299936569, 2.313447000177983
1997;MARIN D EAU DOUCE;37;QUAI DE LA SEINE;0;;2.3729652;48.8860218;"{""coordinates"": [2.372965200571217, 48.88602179944098], ""type"": ""Point""}";48.88602179944098, 2.372965200571217
912;FAGGIO;16;PASSAGE DES PANORAMAS;0;;2.341704;48.870983;"{""coordinates"": [2.341703999931035, 48.87098299921155], ""type"": ""Point""}";48.87098299921155, 2.341703999931035
925;YANN COUVREUR;137;AVENUE PARMENTIER;0;;2.370764;48.870127;"{""coordinates"": [2.3707639996556833, 48.870126998966825], ""type"": ""Point""}";48.870126998966825, 2.3707639996556833
986;FRANPRIX GOUVION;25;BOULEVARD GOUVION-SAINT-CYR;0;;2.288935;48.883777;"{""coordinates"": [2.2889349993209827, 48.88377699924012], ""type"": ""Point""}";48.88377699924012, 2.2889349993209827
1011;HOTEL EIFFEL BLOMET;78;RUE BLOMET;0;;2.302377;48.841599;"{""coordinates"": [2.302377000476009, 48.84159899908829], ""type"": ""Point""}";48.84159899908829, 2.302377000476009
1021;CANTEEN CAFE;16;RUE MALAR;0;;2.305829;48.860248;"{""coordinates"": [2.3058290003163084, 48.86024799935601], ""type"": ""Point""}";48.86024799935601, 2.3058290003163084
1040;DADA1920;3;RUE DE PHALSBOURG;0;;2.308906;48.881401;"{""coordinates"": [2.3089060003540482, 48.88140099906822], ""type"": ""Point""}";48.88140099906822, 2.3089060003540482
1077;VIVAIO;28;RUE DE LA PEPINIERE;0;;2.32037;48.875024;"{""coordinates"": [2.3203699997228693, 48.87502399924689], ""type"": ""Point""}";48.87502399924689, 2.3203699997228693
1079;PAUL;41;BOULEVARD MALESHERBES;0;;2.320444;48.873653;"{""coordinates"": [2.3204440003952245, 48.873652999021246], ""type"": ""Point""}";48.873652999021246, 2.3204440003952245
1102;PIZZA PINO;57;BOULEVARD DU MONTPARNASSE;0;;2.323043;48.844371;"{""coordinates"": [2.323043000216892, 48.84437099912828], ""type"": ""Point""}";48.84437099912828, 2.323043000216892
953;LE RECEPTEUR;3;AVENUE THEOPHILE GAUTIER;0;;2.275186;48.851015;"{""coordinates"": [2.2751859995341928, 48.851014999196046], ""type"": ""Point""}";48.851014999196046, 2.2751859995341928
1429;BIOBURGER;54;AVENUE DES GOBELINS;0;;2.353622;48.833797;"{""coordinates"": [2.353621999507867, 48.83379699890642], ""type"": ""Point""}";48.83379699890642, 2.353621999507867
1166;LE PAUL FORT;34;RUE PAUL FORT;0;;2.328112;48.824096;"{""coordinates"": [2.3281120004486313, 48.82409599878069], ""type"": ""Point""}";48.82409599878069, 2.3281120004486313
1215;LE MANCHON D HENRI;8;RUE GUISARDE;0;;2.334384;48.851911;"{""coordinates"": [2.334384000204205, 48.85191099883376], ""type"": ""Point""}";48.85191099883376, 2.334384000204205
1242;ZENZOO;2;RUE CHABANAIS;0;;2.336703;48.866964;"{""coordinates"": [2.336703000151975, 48.86696399935919], ""type"": ""Point""}";48.86696399935919, 2.336703000151975
1260;M. JACQUES;24;RUE LAFFITTE;0;;2.337776;48.873092;"{""coordinates"": [2.3377759997855168, 48.87309199872949], ""type"": ""Point""}";48.87309199872949, 2.3377759997855168
1292;MAISON ET SERVICE PARIS 5;18;RUE GAY-LUSSAC;0;;2.341393;48.845299;"{""coordinates"": [2.341393000599762, 48.84529899874479], ""type"": ""Point""}";48.84529899874479, 2.341393000599762
1499;AUBERGE DE JEUNESSE HI PARIS;20;ESPLANADE NATHALIE SARRAUTE;0;;2.362759;48.888674;"{""coordinates"": [2.3627589994015548, 48.88867399884996], ""type"": ""Point""}";48.88867399884996, 2.3627589994015548
1513;LE PROGRES MARAIS;1;RUE DE BRETAGNE;0;;2.364105;48.861972;"{""coordinates"": [2.364105000415393, 48.86197199894414], ""type"": ""Point""}";48.86197199894414, 2.364105000415393
1524;TEN BELLES;10;RUE DE LA GRANGE AUX BELLES;0;;2.364779;48.873549;"{""coordinates"": [2.3647789998920468, 48.87354899910391], ""type"": ""Point""}";48.87354899910391, 2.3647789998920468
1537;MERCI NOEL;113;BOULEVARD BEAUMARCHAIS;0;;2.367007;48.860893;"{""coordinates"": [2.3670070006683197, 48.860892999281766], ""type"": ""Point""}";48.860892999281766, 2.3670070006683197
1541;PATACHOUX;69;BOULEVARD BEAUMARCHAIS;0;;2.367705;48.858;"{""coordinates"": [2.3677050005685434, 48.85799999909467], ""type"": ""Point""}";48.85799999909467, 2.3677050005685434
1562;FARINEZ VOUS;19;RUE DU CHATEAU DES RENTIERS;0;;2.370538;48.823758;"{""coordinates"": [2.3705380001795464, 48.823757999076356], ""type"": ""Point""}";48.823757999076356, 2.3705380001795464
1584;VISION PLUS;85;RUE DU FAUBOURG DU TEMPLE;0;;2.372139;48.870413;"{""coordinates"": [2.372138999967555, 48.87041299903056], ""type"": ""Point""}";48.87041299903056, 2.372138999967555
1616;LE PICOULET;59;RUE DE LA FONTAINE AU ROI;0;;2.374245;48.868351;"{""coordinates"": [2.3742450005535907, 48.86835099951507], ""type"": ""Point""}";48.86835099951507, 2.3742450005535907
1693;BANCS PUBLIQUES;2;RUE DE NANTES;0;;2.383781;48.891012;"{""coordinates"": [2.3837810005665845, 48.8910119988941], ""type"": ""Point""}";48.8910119988941, 2.3837810005665845
1701;URBAN BAKERY;401;RUE DES PYRENEES;0;;2.385657;48.873817;"{""coordinates"": [2.3856569999186448, 48.87381699891323], ""type"": ""Point""}";48.87381699891323, 2.3856569999186448
1722;ASSOCIATION D2L;1;RUE DE LA SOLIDARITE;0;;2.389488;48.883011;"{""coordinates"": [2.3894880006216423, 48.88301099936366], ""type"": ""Point""}";48.88301099936366, 2.3894880006216423
1731;L IMPODERABLE;320;RUE DES PYRENEES;0;;2.390977;48.872803;"{""coordinates"": [2.390977000189731, 48.87280299888632], ""type"": ""Point""}";48.87280299888632, 2.390977000189731
1891;ECOLE ESTIENNE;18;BD AUGUSTE BLANQUI;0;;2.352435;48.830777;"{""coordinates"": [2.352435000530988, 48.83077699910813], ""type"": ""Point""}";48.83077699910813, 2.352435000530988
1935;BIBLIOTHEQUE LOUISE WALSER-GAILLARD;26;RUE CHAPTAL;0;;2.3323039;48.8811111;"{""coordinates"": [2.332303900175801, 48.88111109910951], ""type"": ""Point""}";48.88111109910951, 2.332303900175801
1806;HOTEL ADAGIO PARIS LA VILLETTE;0;AVENUE CORENTIN CARIOU;0;;2.384811;48.896532;"{""coordinates"": [2.384810999365755, 48.89653199947907], ""type"": ""Point""}";48.89653199947907, 2.384810999365755
1841;PAUL;77;RUE DE SEINE;0;;2.337051;48.853727;"{""coordinates"": [2.3370510003961327, 48.853726999176544], ""type"": ""Point""}";48.853726999176544, 2.3370510003961327
1863;MAISON MAISON;63;VOIE GEORGES POMPIDOU;0;;2.341421;48.859012;"{""coordinates"": [2.341421000122713, 48.85901199916228], ""type"": ""Point""}";48.85901199916228, 2.341421000122713
1563;BIOCOOP;19;AVENUE DE LA REPUBLIQUE;0;;2.370562;48.866169;"{""coordinates"": [2.3705620003359114, 48.86616899870804], ""type"": ""Point""}";48.86616899870804, 2.3705620003359114
1995;MEDIATHEQUE MARGUERITE DURAS;115;RUE DE BAGNOLET;0;;2.4031404;48.8598781;"{""coordinates"": [2.403140400359011, 48.85987809863202], ""type"": ""Point""}";48.85987809863202, 2.403140400359011
1927;PRINCESSE LALA;25;RUE FAIDHERBE;0;;2.3831889;48.8523116;"{""coordinates"": [2.383188899532914, 48.85231159933441], ""type"": ""Point""}";48.85231159933441, 2.383188899532914
898;LE CAFE DE LA POSTE;76;RUE DAMREMONT;0;;2.335004;48.891523;"{""coordinates"": [2.3350039996075345, 48.89152299909943], ""type"": ""Point""}";48.89152299909943, 2.3350039996075345
899;LE PETIT NEY;10;AVENUE DE LA PORTE DE MONTMARTRE;0;;2.336915;48.89869;"{""coordinates"": [2.3369149999381063, 48.898689998876144], ""type"": ""Point""}";48.898689998876144, 2.3369149999381063
904;LE VIZIR;42;RUE LA FAYETTE;0;;2.339564;48.874628;"{""coordinates"": [2.339564000410375, 48.87462799942425], ""type"": ""Point""}";48.87462799942425, 2.339564000410375
974;BULPAN;93;RUE DE JAVEL;0;;2.285222;48.844276;"{""coordinates"": [2.285221999352575, 48.84427599900193], ""type"": ""Point""}";48.84427599900193, 2.285221999352575
984;SARL GERBE ROYALE;20;BOULEVARD GOUVION-SAINT-CYR;0;;2.288676;48.884016;"{""coordinates"": [2.28867599947559, 48.88401599872779], ""type"": ""Point""}";48.88401599872779, 2.28867599947559
990;RESTAURANT STEPHANE MARTIN;67;RUE DES ENTREPRENEURS;0;;2.289787;48.845018;"{""coordinates"": [2.289786999446152, 48.845017999309476], ""type"": ""Point""}";48.845017999309476, 2.289786999446152
1047;FROMAGERIE DIDOT;108;RUE DIDOT;0;;2.313129;48.826499;"{""coordinates"": [2.313128999763592, 48.82649899881567], ""type"": ""Point""}";48.82649899881567, 2.313128999763592
1053;LES BISCUITS DE CLAIRE ET JULIE;88;RUE DIDOT;0;;2.316041;48.828459;"{""coordinates"": [2.3160409994626203, 48.82845899922764], ""type"": ""Point""}";48.82845899922764, 2.3160409994626203
1070;CREATIONS ET SUR MESURE;22;RUE MAYET;0;;2.319306;48.846189;"{""coordinates"": [2.3193060000005863, 48.84618899897436], ""type"": ""Point""}";48.84618899897436, 2.3193060000005863
1089;L EPICERIE JEANNE;108;RUE DU CHERCHE-MIDI;0;;2.321079;48.846754;"{""coordinates"": [2.3210790003027357, 48.84675399909094], ""type"": ""Point""}";48.84675399909094, 2.3210790003027357
1105;POKE BAR CHERCHE MIDI;84;RUE DU CHERCHE-MIDI;0;;2.323269;48.847908;"{""coordinates"": [2.323268999656773, 48.847907998679744], ""type"": ""Point""}";48.847907998679744, 2.323268999656773
1108;LES DELICES DU KASHMIR;19;RUE DU DEPART;0;;2.323469;48.842443;"{""coordinates"": [2.323468999435184, 48.84244299934488], ""type"": ""Point""}";48.84244299934488, 2.323468999435184
1343;DERNIER BAR AVANT LA FIN DU MONDE;19;AVENUE VICTORIA;0;;2.346467;48.857917;"{""coordinates"": [2.3464670006371184, 48.85791699872161], ""type"": ""Point""}";48.85791699872161, 2.3464670006371184
1369;NATURALE;40;RUE DU FAUBOURG POISSONNIERE;0;;2.348008;48.873599;"{""coordinates"": [2.348007999610462, 48.87359899877903], ""type"": ""Point""}";48.87359899877903, 2.348007999610462
1382;CLINIQUE VETERINAIRE ARGOS PARADIS;53;RUE DE PARADIS;0;;2.34893;48.875615;"{""coordinates"": [2.3489300000056823, 48.87561499907336], ""type"": ""Point""}";48.87561499907336, 2.3489300000056823
1903;CAFE TRANQUILLE;147;RUE DU FAUBOURG SAINT-DENIS;0;;2.356434;48.87827;"{""coordinates"": [2.3564340000170527, 48.87826999903406], ""type"": ""Point""}";48.87826999903406, 2.3564340000170527
1460;SOAP AND THE CITY;75;RUE DU FAUBOURG SAINT-MARTIN;0;;2.357388;48.872373;"{""coordinates"": [2.3573879995626354, 48.87237299916183], ""type"": ""Point""}";48.87237299916183, 2.3573879995626354
1461;LEONIDAS;108;AVENUE D ITALIE;0;;2.357467;48.824601;"{""coordinates"": [2.3574670006086844, 48.82460099905253], ""type"": ""Point""}";48.82460099905253, 2.3574670006086844
1120;EDEN BIO;72;RUE DU CHERCHE-MIDI;0;;2.324015;48.848309;"{""coordinates"": [2.3240150003634867, 48.84830899866597], ""type"": ""Point""}";48.84830899866597, 2.3240150003634867
1123;L  OPPORTUN;62;BOULEVARD EDGAR QUINET;0;;2.324159;48.841606;"{""coordinates"": [2.3241590006403703, 48.841605998968916], ""type"": ""Point""}";48.841605998968916, 2.3241590006403703
1128;LIBRAIRIE D ODESSA;20;RUE D ODESSA;0;;2.324613;48.841729;"{""coordinates"": [2.324613000295843, 48.8417289989221], ""type"": ""Point""}";48.8417289989221, 2.324613000295843
1170;HOTEL ADAGIO PARIS OPERA;43;RUE DE CAUMARTIN;0;;2.328189;48.872729;"{""coordinates"": [2.32818900039583, 48.87272899941303], ""type"": ""Point""}";48.87272899941303, 2.32818900039583
1205;CHEZ VICTOR;69;RUE DE PROVENCE;0;;2.333025;48.874249;"{""coordinates"": [2.3330249993894583, 48.87424899877493], ""type"": ""Point""}";48.87424899877493, 2.3330249993894583
1270;SOCIETE FARAH;145;RUE MARCADET;0;;2.33917;48.891181;"{""coordinates"": [2.3391699995969026, 48.89118099947071], ""type"": ""Point""}";48.89118099947071, 2.3391699995969026
1282;LES PIEDS SOUS LA TABLE;48;RUE MONSIEUR LE PRINCE;0;;2.340513;48.848562;"{""coordinates"": [2.3405130005113466, 48.84856199923877], ""type"": ""Point""}";48.84856199923877, 2.3405130005113466
1301;DECATHLON CITY SAINT GERMAIN;104;BOULEVARD SAINT-GERMAIN;0;;2.342679;48.851663;"{""coordinates"": [2.342678999454266, 48.85166299904547], ""type"": ""Point""}";48.85166299904547, 2.342678999454266
1307;CAVISTE NICOLAS LETORT;4;PLACE CHARLES BERNARD;0;;2.343064;48.893449;"{""coordinates"": [2.3430640002810845, 48.89344899914251], ""type"": ""Point""}";48.89344899914251, 2.3430640002810845
1308;BIEN ELEVE;47;RUE RICHER;0;;2.34322;48.873992;"{""coordinates"": [2.343219999946905, 48.873991999086314], ""type"": ""Point""}";48.873991999086314, 2.343219999946905
1311;L OLIVIER BEYROUTH;25;RUE FRANCISQUE GAY;0;;2.343354;48.852831;"{""coordinates"": [2.3433539997879924, 48.85283099935944], ""type"": ""Point""}";48.85283099935944, 2.3433539997879924
1778;PICARD;157;RUE DES PYRENEES;0;;2.40171;48.859332;"{""coordinates"": [2.401710000168269, 48.8593319986577], ""type"": ""Point""}";48.8593319986577, 2.401710000168269
1536;MAC RENEW;212;RUE LA FAYETTE;0;;2.366956;48.881817;"{""coordinates"": [2.3669559995629585, 48.88181699926906], ""type"": ""Point""}";48.88181699926906, 2.3669559995629585
1583;EXPRESS DE LYON;1;RUE DE LYON;0;;2.372109;48.845937;"{""coordinates"": [2.372108999408242, 48.84593699896689], ""type"": ""Point""}";48.84593699896689, 2.372108999408242
1585;GREEN OWL;41;RUE DE LA FOLIE-MERICOURT;0;;2.372235;48.863615;"{""coordinates"": [2.3722349995083802, 48.86361499907746], ""type"": ""Point""}";48.86361499907746, 2.3722349995083802
1590;PHARMACIE DELALANDE LE DANTEC;130;AVENUE PARMENTIER;0;;2.372338;48.86849;"{""coordinates"": [2.3723380006400085, 48.86848999891698], ""type"": ""Point""}";48.86848999891698, 2.3723380006400085
1595;L ART DU SANDWICH;99;RUE DU DESSOUS DES BERGES;0;;2.372731;48.828574;"{""coordinates"": [2.3727309994720374, 48.82857399886938], ""type"": ""Point""}";48.82857399886938, 2.3727309994720374
1623;RSI;7;RUE JEAN GIONO;0;;2.374432;48.83569;"{""coordinates"": [2.3744319994713914, 48.83568999903346], ""type"": ""Point""}";48.83568999903346, 2.3744319994713914
1637;BIOCOOP PARMENTIER;72;AVENUE PARMENTIER;0;;2.375854;48.863734;"{""coordinates"": [2.3758539998729202, 48.8637339992271], ""type"": ""Point""}";48.8637339992271, 2.3758539998729202
1651;AUX FOLIES;8;RUE DE BELLEVILLE;0;;2.377908;48.872244;"{""coordinates"": [2.377908000424313, 48.87224399922786], ""type"": ""Point""}";48.87224399922786, 2.377908000424313
1708;GLAZART;7;AVENUE DE LA PORTE DE LA VILLETTE;0;;2.38643;48.899015;"{""coordinates"": [2.3864299993810905, 48.89901499918074], ""type"": ""Point""}";48.89901499918074, 2.3864299993810905
1721;CA DECOIFFE;5;RUE CONSTANT BERTHAUT;0;;2.38919;48.874453;"{""coordinates"": [2.3891899994977708, 48.87445299924568], ""type"": ""Point""}";48.87445299924568, 2.3891899994977708
1885;PETIT PALAIS, MUSEE DES BEAUX-ARTS DE LA VILLE DE PARIS;0;AVENUE WINSTON-CHURCHILL;0;;2.314398;48.865635;"{""coordinates"": [2.314398000165656, 48.86563499927332], ""type"": ""Point""}";48.86563499927332, 2.314398000165656
1940;BIBLIOTHEQUE BENJAMIN RABIER;141;AVENUE DE FLANDRE;0;;2.379128;48.8927502;"{""coordinates"": [2.379127999341342, 48.892750199129765], ""type"": ""Point""}";48.892750199129765, 2.379127999341342
1955;METRO STRASBOURG-SAINT-DENIS;0;BOULEVARD DE SEBASTOPOL / BOULEVARD SAINT-DENIS;0;;2.3539343;48.8693426;"{""coordinates"": [2.3539343006654705, 48.8693425994147], ""type"": ""Point""}";48.8693425994147, 2.3539343006654705
